geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Aufkl. 1;Gew. Paket 1;FLOH_Druck;Aufkl. 2;Aufkl. 3;Gew. Paket 2;Gew. Paket 3;Gesamtgewicht;Verketten
996;01756100;2000;Blumenhaus;Dodel,;Franz, Blumen Dodel;Ehinger Str. 14;88471;Laupheim;0067;1;Pak 2/2;18,7;0067-Pak 2/2;Pak 2/2;;18,7;;45,4;0067-Pak 2/2
996;01756100;2000;Blumenhaus;Dodel,;Franz, Blumen Dodel;Ehinger Str. 14;88471;Laupheim;0067;1;Pak 1/2;26,7;0067-Pak 1/2;;;;;;0067-Pak 1/2
1755;03129700;2000;Blumenhaus;Blumen Karl Rühle,;Inh. Marco Köhler e.K.;Sterngasse 13;89073;Ulm;0068;1;Pak 1/2;26,7;0068-Pak 1/2;Pak 2/2;;18,7;;45,4;0068-Pak 1/2
1755;03129700;2000;Blumenhaus;Blumen Karl Rühle,;Inh. Marco Köhler e.K.;Sterngasse 13;89073;Ulm;0068;1;Pak 2/2;18,7;0068-Pak 2/2;;;;;;0068-Pak 2/2
51;00087400;1900;Blumenhaus;Kaselitz,;Kerstin, Cityflorist Thomas Kaselitz;Löbdergraben 8a;07743;Jena;0069;1;Pak 1/2;26,7;0069-Pak 1/2;Pak 2/2;;16,7;;43,4;0069-Pak 1/2
51;00087400;1900;Blumenhaus;Kaselitz,;Kerstin, Cityflorist Thomas Kaselitz;Löbdergraben 8a;07743;Jena;0069;1;Pak 2/2;16,7;0069-Pak 2/2;;;;;;0069-Pak 2/2
149;00258900;1900;Blumenhaus;Flöter,;Karsten, flower factory;Levetzowstr. 20;10555;Berlin;0070;1;Pak 1/2;26,7;0070-Pak 1/2;Pak 2/2;;16,7;;43,4;0070-Pak 1/2
149;00258900;1900;Blumenhaus;Flöter,;Karsten, flower factory;Levetzowstr. 20;10555;Berlin;0070;1;Pak 2/2;16,7;0070-Pak 2/2;;;;;;0070-Pak 2/2
4027;08718900;1900;Blumenhaus;Sundflor GmbH;;Hans-Fallada-Str. 1 J;18435;Stralsund;0071;1;Pak 1/2;26,7;0071-Pak 1/2;Pak 2/2;;16,7;;43,4;0071-Pak 1/2
4027;08718900;1900;Blumenhaus;Sundflor GmbH;;Hans-Fallada-Str. 1 J;18435;Stralsund;0071;1;Pak 2/2;16,7;0071-Pak 2/2;;;;;;0071-Pak 2/2
4521;11121900;1900;Blumenhaus;00 1 A Alster-Floristik;Joachim Naegele e.K.;Bellealliancestr. 72;20259;Hamburg;0072;1;Pak 1/2;26,7;0072-Pak 1/2;Pak 2/2;;16,7;;43,4;0072-Pak 1/2
4521;11121900;1900;Blumenhaus;00 1 A Alster-Floristik;Joachim Naegele e.K.;Bellealliancestr. 72;20259;Hamburg;0072;1;Pak 2/2;16,7;0072-Pak 2/2;;;;;;0072-Pak 2/2
993;01753800;1900;Blumenhaus;Pitschak;Marika, Floraldesign;Lichtstr. 43f;50825;Köln;0073;1;Pak 1/2;26,7;0073-Pak 1/2;Pak 2/2;;16,7;;43,4;0073-Pak 1/2
993;01753800;1900;Blumenhaus;Pitschak;Marika, Floraldesign;Lichtstr. 43f;50825;Köln;0073;1;Pak 2/2;16,7;0073-Pak 2/2;;;;;;0073-Pak 2/2
769;01379200;1900;Blumenhaus;Blumen Bruno Mankopf;An der Stadthalle u.Am Markt;Wasserloses Tal 19-23;58093;Hagen;0074;1;Pak 1/2;26,7;0074-Pak 1/2;Pak 2/2;;16,7;;43,4;0074-Pak 1/2
769;01379200;1900;Blumenhaus;Blumen Bruno Mankopf;An der Stadthalle u.Am Markt;Wasserloses Tal 19-23;58093;Hagen;0074;1;Pak 2/2;16,7;0074-Pak 2/2;;;;;;0074-Pak 2/2
977;01721800;1900;Blumenhaus;Blumen Beetz;Filz und Hartmann-Gress KG;Bahnhofplatz 8;76137;Karlsruhe;0075;1;Pak 1/2;26,7;0075-Pak 1/2;Pak 2/2;;16,7;;43,4;0075-Pak 1/2
977;01721800;1900;Blumenhaus;Blumen Beetz;Filz und Hartmann-Gress KG;Bahnhofplatz 8;76137;Karlsruhe;0075;1;Pak 2/2;16,7;0075-Pak 2/2;;;;;;0075-Pak 2/2
751;01338000;1900;Blumenhaus;Kargl,;Andreas, Blumen Kargl;Bergsonstr. 41;81245;München;0076;1;Pak 1/2;26,7;0076-Pak 1/2;Pak 2/2;;16,7;;43,4;0076-Pak 1/2
751;01338000;1900;Blumenhaus;Kargl,;Andreas, Blumen Kargl;Bergsonstr. 41;81245;München;0076;1;Pak 2/2;16,7;0076-Pak 2/2;;;;;;0076-Pak 2/2
1042;01832300;1900;Blumenhaus;Kaufmann,;Raphaela, Blumenhaus Viola;Würmtalstr. 102;81375;München;0077;1;Pak 1/2;26,7;0077-Pak 1/2;Pak 2/2;;16,7;;43,4;0077-Pak 1/2
1042;01832300;1900;Blumenhaus;Kaufmann,;Raphaela, Blumenhaus Viola;Würmtalstr. 102;81375;München;0077;1;Pak 2/2;16,7;0077-Pak 2/2;;;;;;0077-Pak 2/2
685;01238800;1900;Blumenhaus;Wassermann,;Heide, Wassermann Floristik;Martinsbühler Str. 8;91054;Erlangen;0078;1;Pak 1/2;26,7;0078-Pak 1/2;Pak 2/2;;16,7;;43,4;0078-Pak 1/2
685;01238800;1900;Blumenhaus;Wassermann,;Heide, Wassermann Floristik;Martinsbühler Str. 8;91054;Erlangen;0078;1;Pak 2/2;16,7;0078-Pak 2/2;;;;;;0078-Pak 2/2
2494;04599400;1900;Blumenhaus;Wurster,;Stephanie, Blumen Zaak;Obere Marktstr. 10;97688;Bad Kissingen;0079;1;Pak 1/2;26,7;0079-Pak 1/2;Pak 2/2;;16,7;;43,4;0079-Pak 1/2
2494;04599400;1900;Blumenhaus;Wurster,;Stephanie, Blumen Zaak;Obere Marktstr. 10;97688;Bad Kissingen;0079;1;Pak 2/2;16,7;0079-Pak 2/2;;;;;;0079-Pak 2/2
3798;08120300;1900;Blumenhaus;Floristik Jacob GmbH;;Friedensstr. 1;99423;Weimar;0080;1;Pak 1/2;26,7;0080-Pak 1/2;Pak 2/2;;16,7;;43,4;0080-Pak 1/2
3798;08120300;1900;Blumenhaus;Floristik Jacob GmbH;;Friedensstr. 1;99423;Weimar;0080;1;Pak 2/2;16,7;0080-Pak 2/2;;;;;;0080-Pak 2/2
3815;08160400;1800;Blumenhaus;Blumen Mende GmbH;;Hüblerstr. 4;01309;Dresden;0081;1;Pak 1/2;26,7;0081-Pak 1/2;Pak 2/2;;14,3;;41;0081-Pak 1/2
3815;08160400;1800;Blumenhaus;Blumen Mende GmbH;;Hüblerstr. 4;01309;Dresden;0081;1;Pak 2/2;14,3;0081-Pak 2/2;;;;;;0081-Pak 2/2
189;00352400;1800;Blumenhaus;Schellig,;Sieglinde, Kornblume;Luisenstr. 48;10117;Berlin;0082;1;Pak 1/2;26,7;0082-Pak 1/2;Pak 2/2;;14,3;;41;0082-Pak 1/2
189;00352400;1800;Blumenhaus;Schellig,;Sieglinde, Kornblume;Luisenstr. 48;10117;Berlin;0082;1;Pak 2/2;14,3;0082-Pak 2/2;;;;;;0082-Pak 2/2
3809;08146400;1800;Blumenhaus;Bade,;Ingrid, Blumen- und Geschenkehaus;Am Markt 6;18209;Bad Doberan;0083;1;Pak 1/2;26,7;0083-Pak 1/2;Pak 2/2;;14,3;;41;0083-Pak 1/2
3809;08146400;1800;Blumenhaus;Bade,;Ingrid, Blumen- und Geschenkehaus;Am Markt 6;18209;Bad Doberan;0083;1;Pak 2/2;14,3;0083-Pak 2/2;;;;;;0083-Pak 2/2
62;00104800;1800;Blumenhaus;Blumen Insel Stefan Wilke;;Paulstr. 1;25980;Sylt-Westerland;0084;1;Pak 1/2;26,7;0084-Pak 1/2;Pak 2/2;;14,3;;41;0084-Pak 1/2
62;00104800;1800;Blumenhaus;Blumen Insel Stefan Wilke;;Paulstr. 1;25980;Sylt-Westerland;0084;1;Pak 2/2;14,3;0084-Pak 2/2;;;;;;0084-Pak 2/2
2873;05423900;1800;Blumenhaus;blumen Ekkehard Lange,;Inh. B. Pappert;Schwachhauser Heerstr. 71-73;28211;Bremen;0085;1;Pak 1/2;26,7;0085-Pak 1/2;Pak 2/2;;14,3;;41;0085-Pak 1/2
2873;05423900;1800;Blumenhaus;blumen Ekkehard Lange,;Inh. B. Pappert;Schwachhauser Heerstr. 71-73;28211;Bremen;0085;1;Pak 2/2;14,3;0085-Pak 2/2;;;;;;0085-Pak 2/2
3898;08336500;1800;Blumenhaus;Rhode,;Margret, Blumen-Rhode;Am Bahnhofsvorplatz 1;39576;Stendal;0086;1;Pak 1/2;26,7;0086-Pak 1/2;Pak 2/2;;14,3;;41;0086-Pak 1/2
3898;08336500;1800;Blumenhaus;Rhode,;Margret, Blumen-Rhode;Am Bahnhofsvorplatz 1;39576;Stendal;0086;1;Pak 2/2;14,3;0086-Pak 2/2;;;;;;0086-Pak 2/2
774;01385100;1800;Blumenhaus;Stoffel,;Martin, Blumen Uhl;Mengenicher Str. 26;50767;Köln;0087;1;Pak 1/2;26,7;0087-Pak 1/2;Pak 2/2;;14,3;;41;0087-Pak 1/2
774;01385100;1800;Blumenhaus;Stoffel,;Martin, Blumen Uhl;Mengenicher Str. 26;50767;Köln;0087;1;Pak 2/2;14,3;0087-Pak 2/2;;;;;;0087-Pak 2/2
3122;06092000;1800;Blumenhaus;Odenthal,;Hans-Jürgen, Blumen Odenthal;Am Friedhof 2;53842;Troisdorf;0088;1;Pak 1/2;26,7;0088-Pak 1/2;Pak 2/2;;14,3;;41;0088-Pak 1/2
3122;06092000;1800;Blumenhaus;Odenthal,;Hans-Jürgen, Blumen Odenthal;Am Friedhof 2;53842;Troisdorf;0088;1;Pak 2/2;14,3;0088-Pak 2/2;;;;;;0088-Pak 2/2
1494;02595800;1800;Blumenhaus;Blumen Speth GmbH;;Prüfeninger Str. 70;93049;Regensburg;0089;1;Pak 1/2;26,7;0089-Pak 1/2;Pak 2/2;;14,3;;41;0089-Pak 1/2
1494;02595800;1800;Blumenhaus;Blumen Speth GmbH;;Prüfeninger Str. 70;93049;Regensburg;0089;1;Pak 2/2;14,3;0089-Pak 2/2;;;;;;0089-Pak 2/2
1050;01844800;1700;Blumenhaus;florizz GmbH & Co. KG;;Helmholtzstr. 2;01069;Dresden;0090;1;Pak 1/2;26,7;0090-Pak 1/2;Pak 2/2;;12,2;;38,9;0090-Pak 1/2
1050;01844800;1700;Blumenhaus;florizz GmbH & Co. KG;;Helmholtzstr. 2;01069;Dresden;0090;1;Pak 2/2;12,2;0090-Pak 2/2;;;;;;0090-Pak 2/2
2258;04127600;1700;Blumenhaus;Koehler Florist im Sophienhof GmbH;;Sophienblatt 20;24103;Kiel;0091;1;Pak 1/2;26,7;0091-Pak 1/2;Pak 2/2;;12,2;;38,9;0091-Pak 1/2
2258;04127600;1700;Blumenhaus;Koehler Florist im Sophienhof GmbH;;Sophienblatt 20;24103;Kiel;0091;1;Pak 2/2;12,2;0091-Pak 2/2;;;;;;0091-Pak 2/2
4806;12083800;1700;Blumenhaus;Borsum,;Annette, ab Floristwerkstätte;Parkstr. 14;33332;Gütersloh;0092;1;Pak 1/2;26,7;0092-Pak 1/2;Pak 2/2;;12,2;;38,9;0092-Pak 1/2
4806;12083800;1700;Blumenhaus;Borsum,;Annette, ab Floristwerkstätte;Parkstr. 14;33332;Gütersloh;0092;1;Pak 2/2;12,2;0092-Pak 2/2;;;;;;0092-Pak 2/2
726;01300400;1700;Blumenhaus;Blumen-Roth,;Inh. Herbert Roth;Jüdenstr. 8-9;37073;Göttingen;0093;1;Pak 1/2;26,7;0093-Pak 1/2;Pak 2/2;;12,2;;38,9;0093-Pak 1/2
726;01300400;1700;Blumenhaus;Blumen-Roth,;Inh. Herbert Roth;Jüdenstr. 8-9;37073;Göttingen;0093;1;Pak 2/2;12,2;0093-Pak 2/2;;;;;;0093-Pak 2/2
311;00599300;1700;Blumenhaus;H. Gundlach Blumen Groß- &;Einzelhandel Michael Gundlach e.K.;Wabestr. 11A;38106;Braunschweig;0094;1;Pak 1/2;26,7;0094-Pak 1/2;Pak 2/2;;12,2;;38,9;0094-Pak 1/2
311;00599300;1700;Blumenhaus;H. Gundlach Blumen Groß- &;Einzelhandel Michael Gundlach e.K.;Wabestr. 11A;38106;Braunschweig;0094;1;Pak 2/2;12,2;0094-Pak 2/2;;;;;;0094-Pak 2/2
5260;22958000;1700;Blumenhaus;Floristik und Service Studio F.U.S.S.;Blumenhaus GmbH & Co.KG;Oststr. 61;40210;Düsseldorf;0095;1;Pak 1/2;26,7;0095-Pak 1/2;Pak 2/2;;12,2;;38,9;0095-Pak 1/2
5260;22958000;1700;Blumenhaus;Floristik und Service Studio F.U.S.S.;Blumenhaus GmbH & Co.KG;Oststr. 61;40210;Düsseldorf;0095;1;Pak 2/2;12,2;0095-Pak 2/2;;;;;;0095-Pak 2/2
419;00771900;1700;Blumenhaus;Blumen Quellenberg;Inh. F. W. Quellenberg e.K. Nachf. Khan-Quellenberg;Schattweg 40;59174;Kamen;0096;1;Pak 1/2;26,7;0096-Pak 1/2;Pak 2/2;;12,2;;38,9;0096-Pak 1/2
419;00771900;1700;Blumenhaus;Blumen Quellenberg;Inh. F. W. Quellenberg e.K. Nachf. Khan-Quellenberg;Schattweg 40;59174;Kamen;0096;1;Pak 2/2;12,2;0096-Pak 2/2;;;;;;0096-Pak 2/2
4947;12524800;1700;Blumenhaus;AAA-Floristik Blumen-Jaeger;Inh. Karin Jaeger;Friedhofsweg 9;61267;Neu-Anspach;0097;1;Pak 1/2;26,7;0097-Pak 1/2;Pak 2/2;;12,2;;38,9;0097-Pak 1/2
4947;12524800;1700;Blumenhaus;AAA-Floristik Blumen-Jaeger;Inh. Karin Jaeger;Friedhofsweg 9;61267;Neu-Anspach;0097;1;Pak 2/2;12,2;0097-Pak 2/2;;;;;;0097-Pak 2/2
1421;02468200;1700;Blumenhaus;Blumen-Schweiger,;Inh. Inge Killius-Schweiger;Hauptstr. 59;77652;Offenburg;0098;1;Pak 1/2;26,7;0098-Pak 1/2;Pak 2/2;;12,2;;38,9;0098-Pak 1/2
1421;02468200;1700;Blumenhaus;Blumen-Schweiger,;Inh. Inge Killius-Schweiger;Hauptstr. 59;77652;Offenburg;0098;1;Pak 2/2;12,2;0098-Pak 2/2;;;;;;0098-Pak 2/2
3742;07883400;1700;Blumenhaus;Strohmayer,;Marianne, Blumen Strohmayer;Friedhofstr. 10;79379;Müllheim;0099;1;Pak 1/2;26,7;0099-Pak 1/2;Pak 2/2;;12,2;;38,9;0099-Pak 1/2
3742;07883400;1700;Blumenhaus;Strohmayer,;Marianne, Blumen Strohmayer;Friedhofstr. 10;79379;Müllheim;0099;1;Pak 2/2;12,2;0099-Pak 2/2;;;;;;0099-Pak 2/2
3578;07407900;1700;Blumenhaus;AH Blumen und mehr;Angelika Heindl;Wotanstr. 103;80639;München;0100;1;Pak 1/2;26,7;0100-Pak 1/2;Pak 2/2;;12,2;;38,9;0100-Pak 1/2
3578;07407900;1700;Blumenhaus;AH Blumen und mehr;Angelika Heindl;Wotanstr. 103;80639;München;0100;1;Pak 2/2;12,2;0100-Pak 2/2;;;;;;0100-Pak 2/2
1636;02863400;1700;Blumenhaus;Blumen Neubauer GmbH;;Tegernseer Landstr. 80;81539;München;0101;1;Pak 1/2;26,7;0101-Pak 1/2;Pak 2/2;;12,2;;38,9;0101-Pak 1/2
1636;02863400;1700;Blumenhaus;Blumen Neubauer GmbH;;Tegernseer Landstr. 80;81539;München;0101;1;Pak 2/2;12,2;0101-Pak 2/2;;;;;;0101-Pak 2/2
1306;02282700;1700;Blumenhaus;Schmid,;Christa, Blumenbinderei Hörmann;Tegernseer Landstr. 10;81541;München;0102;1;Pak 1/2;26,7;0102-Pak 1/2;Pak 2/2;;12,2;;38,9;0102-Pak 1/2
1306;02282700;1700;Blumenhaus;Schmid,;Christa, Blumenbinderei Hörmann;Tegernseer Landstr. 10;81541;München;0102;1;Pak 2/2;12,2;0102-Pak 2/2;;;;;;0102-Pak 2/2
4931;12456100;1700;Blumenhaus;Dosch,;Karl;Ostpreußenstr. 39;81927;München;0103;1;Pak 1/2;26,7;0103-Pak 1/2;Pak 2/2;;12,2;;38,9;0103-Pak 1/2
4931;12456100;1700;Blumenhaus;Dosch,;Karl;Ostpreußenstr. 39;81927;München;0103;1;Pak 2/2;12,2;0103-Pak 2/2;;;;;;0103-Pak 2/2
140;00247500;1700;Blumenhaus;Holzer,;Florian, Blumengärtnerei Florian Holzer;Wolfratshauser Str. 33;82538;Geretsried;0104;1;Pak 1/2;26,7;0104-Pak 1/2;Pak 2/2;;12,2;;38,9;0104-Pak 1/2
140;00247500;1700;Blumenhaus;Holzer,;Florian, Blumengärtnerei Florian Holzer;Wolfratshauser Str. 33;82538;Geretsried;0104;1;Pak 2/2;12,2;0104-Pak 2/2;;;;;;0104-Pak 2/2
4382;09429900;1600;Blumenhaus;Klotz,;Monika, Florist Atelier Klotz;Berliner Str. 93;13507;Berlin;0105;1;Pak 1/2;26,7;0105-Pak 1/2;Pak 2/2;;10,1;;36,8;0105-Pak 1/2
4382;09429900;1600;Blumenhaus;Klotz,;Monika, Florist Atelier Klotz;Berliner Str. 93;13507;Berlin;0105;1;Pak 2/2;10;0105-Pak 2/2;;;;;;0105-Pak 2/2
1201;02097100;1600;Blumenhaus;Aschenbach Floristik;Inh. Gabriele Dahlke e.Kfm.;Reichsstr. 82;14052;Berlin;0106;1;Pak 1/2;26,7;0106-Pak 1/2;Pak 2/2;;10,1;;36,8;0106-Pak 1/2
1201;02097100;1600;Blumenhaus;Aschenbach Floristik;Inh. Gabriele Dahlke e.Kfm.;Reichsstr. 82;14052;Berlin;0106;1;Pak 2/2;10;0106-Pak 2/2;;;;;;0106-Pak 2/2
4323;09334400;1600;Blumenhaus;Stasch,;Marliese, Blumen Schellack;Neuendorferstr. 7;14480;Potsdam;0107;1;Pak 1/2;26,7;0107-Pak 1/2;Pak 2/2;;10,1;;36,8;0107-Pak 1/2
4323;09334400;1600;Blumenhaus;Stasch,;Marliese, Blumen Schellack;Neuendorferstr. 7;14480;Potsdam;0107;1;Pak 2/2;10;0107-Pak 2/2;;;;;;0107-Pak 2/2
1869;03341800;1600;Blumenhaus;Henkel,;Andreas, Henkel-Floristik;Falkenhagener Str. 101a;14612;Falkensee;0108;1;Pak 1/2;26,7;0108-Pak 1/2;Pak 2/2;;10,1;;36,8;0108-Pak 1/2
1869;03341800;1600;Blumenhaus;Henkel,;Andreas, Henkel-Floristik;Falkenhagener Str. 101a;14612;Falkensee;0108;1;Pak 2/2;10;0108-Pak 2/2;;;;;;0108-Pak 2/2
2480;04572100;1600;Blumenhaus;SVEMA Concept GmbH & Co KG;vorm. Blumen Jürs;Mittelweg 173;20148;Hamburg;0109;1;Pak 1/2;26,7;0109-Pak 1/2;Pak 2/2;;10,1;;36,8;0109-Pak 1/2
2480;04572100;1600;Blumenhaus;SVEMA Concept GmbH & Co KG;vorm. Blumen Jürs;Mittelweg 173;20148;Hamburg;0109;1;Pak 2/2;10;0109-Pak 2/2;;;;;;0109-Pak 2/2
4852;12245300;1600;Blumenhaus;Ahlfeld,;Ines und Holger Burmester GbR;August-Bebel-Str. 206;21029;Hamburg;0110;1;Pak 1/2;26,7;0110-Pak 1/2;Pak 2/2;;10,1;;36,8;0110-Pak 1/2
4852;12245300;1600;Blumenhaus;Ahlfeld,;Ines und Holger Burmester GbR;August-Bebel-Str. 206;21029;Hamburg;0110;1;Pak 2/2;10;0110-Pak 2/2;;;;;;0110-Pak 2/2
2194;03999100;1600;Blumenhaus;Blumen Schmidt GmbH;;Blankeneser Bahnhofstr. 34;22587;Hamburg;0111;1;Pak 1/2;26,7;0111-Pak 1/2;Pak 2/2;;10,1;;36,8;0111-Pak 1/2
2194;03999100;1600;Blumenhaus;Blumen Schmidt GmbH;;Blankeneser Bahnhofstr. 34;22587;Hamburg;0111;1;Pak 2/2;10;0111-Pak 2/2;;;;;;0111-Pak 2/2
308;00589100;1600;Blumenhaus;Blumen-Unger;;Wendenstr. 1;38100;Braunschweig;0112;1;Pak 1/2;26,7;0112-Pak 1/2;Pak 2/2;;10,1;;36,8;0112-Pak 1/2
308;00589100;1600;Blumenhaus;Blumen-Unger;;Wendenstr. 1;38100;Braunschweig;0112;1;Pak 2/2;10;0112-Pak 2/2;;;;;;0112-Pak 2/2
529;00964700;1600;Blumenhaus;Blumen Sporrer,;Inh. Käthe Zieris;Schadowplatz 9;40212;Düsseldorf;0113;1;Pak 1/2;26,7;0113-Pak 1/2;Pak 2/2;;10,1;;36,8;0113-Pak 1/2
529;00964700;1600;Blumenhaus;Blumen Sporrer,;Inh. Käthe Zieris;Schadowplatz 9;40212;Düsseldorf;0113;1;Pak 2/2;10;0113-Pak 2/2;;;;;;0113-Pak 2/2
1355;02364600;1600;Blumenhaus;Blumen Bunse;Inh. Simone Bunse-Heidelberg e.K.;Erftstr. 5;41460;Neuss;0114;1;Pak 1/2;26,7;0114-Pak 1/2;Pak 2/2;;10,1;;36,8;0114-Pak 1/2
1355;02364600;1600;Blumenhaus;Blumen Bunse;Inh. Simone Bunse-Heidelberg e.K.;Erftstr. 5;41460;Neuss;0114;1;Pak 2/2;10;0114-Pak 2/2;;;;;;0114-Pak 2/2
586;01070700;1600;Blumenhaus;Blumenhaus Franz & Scharf;Inh. Karin Brummelman;Bredeneyer Str. 125;45133;Essen;0115;1;Pak 1/2;26,7;0115-Pak 1/2;Pak 2/2;;10,1;;36,8;0115-Pak 1/2
586;01070700;1600;Blumenhaus;Blumenhaus Franz & Scharf;Inh. Karin Brummelman;Bredeneyer Str. 125;45133;Essen;0115;1;Pak 2/2;10;0115-Pak 2/2;;;;;;0115-Pak 2/2
2567;04740500;1600;Blumenhaus;Lieven,;Manfred, CASA FLORA;Severinusstr. 56;50354;Hürth;0116;1;Pak 1/2;26,7;0116-Pak 1/2;Pak 2/2;;10,1;;36,8;0116-Pak 1/2
2567;04740500;1600;Blumenhaus;Lieven,;Manfred, CASA FLORA;Severinusstr. 56;50354;Hürth;0116;1;Pak 2/2;10;0116-Pak 2/2;;;;;;0116-Pak 2/2
291;00558200;1600;Blumenhaus;Engels,;Carola;Breite Str. 110;53111;Bonn;0117;1;Pak 1/2;26,7;0117-Pak 1/2;Pak 2/2;;10,1;;36,8;0117-Pak 1/2
291;00558200;1600;Blumenhaus;Engels,;Carola;Breite Str. 110;53111;Bonn;0117;1;Pak 2/2;10;0117-Pak 2/2;;;;;;0117-Pak 2/2
2159;03937200;1600;Blumenhaus;Funk,;Helene, Blumen & Ambiente;Lindenstr. 65;53757;Sankt Augustin;0118;1;Pak 1/2;26,7;0118-Pak 1/2;Pak 2/2;;10,1;;36,8;0118-Pak 1/2
2159;03937200;1600;Blumenhaus;Funk,;Helene, Blumen & Ambiente;Lindenstr. 65;53757;Sankt Augustin;0118;1;Pak 2/2;10;0118-Pak 2/2;;;;;;0118-Pak 2/2
1737;03088001;1600;Blumenhaus;J. Lambert & Söhne;;Franz-Georg-Str. 50;54292;Trier;0119;1;Pak 1/2;26,7;0119-Pak 1/2;Pak 2/2;;10,1;;36,8;0119-Pak 1/2
1737;03088001;1600;Blumenhaus;J. Lambert & Söhne;;Franz-Georg-Str. 50;54292;Trier;0119;1;Pak 2/2;10;0119-Pak 2/2;;;;;;0119-Pak 2/2
313;00605600;1600;Blumenhaus;Blumen Leanthe Jung & Jung oHG;;Clemensstr. 8;56068;Koblenz;0120;1;Pak 1/2;26,7;0120-Pak 1/2;Pak 2/2;;10,1;;36,8;0120-Pak 1/2
313;00605600;1600;Blumenhaus;Blumen Leanthe Jung & Jung oHG;;Clemensstr. 8;56068;Koblenz;0120;1;Pak 2/2;10;0120-Pak 2/2;;;;;;0120-Pak 2/2
1818;03258600;1600;Blumenhaus;Holzschuh,;Dieter;Marktstr. 7;63450;Hanau;0121;1;Pak 1/2;26,7;0121-Pak 1/2;Pak 2/2;;10,1;;36,8;0121-Pak 1/2
1818;03258600;1600;Blumenhaus;Holzschuh,;Dieter;Marktstr. 7;63450;Hanau;0121;1;Pak 2/2;10;0121-Pak 2/2;;;;;;0121-Pak 2/2
755;01342700;1600;Blumenhaus;Mai,;Franz, Blumen + Gärtnerei Mai;Darmstädter Str. 58;64646;Heppenheim;0122;1;Pak 1/2;26,7;0122-Pak 1/2;Pak 2/2;;10,1;;36,8;0122-Pak 1/2
755;01342700;1600;Blumenhaus;Mai,;Franz, Blumen + Gärtnerei Mai;Darmstädter Str. 58;64646;Heppenheim;0122;1;Pak 2/2;10;0122-Pak 2/2;;;;;;0122-Pak 2/2
593;01080000;1600;Blumenhaus;Langner,;Angelika, Gnädinger Floristik;Sundgauallee 118;79110;Freiburg;0123;1;Pak 1/2;26,7;0123-Pak 1/2;Pak 2/2;;10,1;;36,8;0123-Pak 1/2
593;01080000;1600;Blumenhaus;Langner,;Angelika, Gnädinger Floristik;Sundgauallee 118;79110;Freiburg;0123;1;Pak 2/2;10;0123-Pak 2/2;;;;;;0123-Pak 2/2
1486;02584400;1600;Blumenhaus;Kamm,;Friedrich Peter;Agnes-Bernauer-Str. 71a;80687;München;0124;1;Pak 1/2;26,7;0124-Pak 1/2;Pak 2/2;;10,1;;36,8;0124-Pak 1/2
1486;02584400;1600;Blumenhaus;Kamm,;Friedrich Peter;Agnes-Bernauer-Str. 71a;80687;München;0124;1;Pak 2/2;10;0124-Pak 2/2;;;;;;0124-Pak 2/2
1834;03286200;1600;Blumenhaus;Renners,;Anke, ARoserie;Leonhardsplatz 8;82256;Fürstenfeldbruck;0125;1;Pak 1/2;26,7;0125-Pak 1/2;Pak 2/2;;10,1;;36,8;0125-Pak 1/2
1834;03286200;1600;Blumenhaus;Renners,;Anke, ARoserie;Leonhardsplatz 8;82256;Fürstenfeldbruck;0125;1;Pak 2/2;10;0125-Pak 2/2;;;;;;0125-Pak 2/2
3495;07202000;1600;Blumenhaus;Gärtnerei Hartmann oHG;;Stadtberger Str. 84 b;86157;Augsburg;0126;1;Pak 1/2;26,7;0126-Pak 1/2;Pak 2/2;;10,1;;36,8;0126-Pak 1/2
3495;07202000;1600;Blumenhaus;Gärtnerei Hartmann oHG;;Stadtberger Str. 84 b;86157;Augsburg;0126;1;Pak 2/2;10;0126-Pak 2/2;;;;;;0126-Pak 2/2
27;00042100;1600;Blumenhaus;Dietel,;Brigitte, Blumen-Dietel;Alexander Str. 8;95444;Bayreuth;0127;1;Pak 1/2;26,7;0127-Pak 1/2;Pak 2/2;;10,1;;36,8;0127-Pak 1/2
27;00042100;1600;Blumenhaus;Dietel,;Brigitte, Blumen-Dietel;Alexander Str. 8;95444;Bayreuth;0127;1;Pak 2/2;10;0127-Pak 2/2;;;;;;0127-Pak 2/2
2678;04976300;1500;Blumenhaus;Riedel,;Juliane, Blütenzauber;Leipziger Str. 30 b;04451;Borsdorf;0128;1;Pak 1/2;26,7;0128-Pak 1/2;Pak 2/2;;7,6;;34,3;0128-Pak 1/2
2678;04976300;1500;Blumenhaus;Riedel,;Juliane, Blütenzauber;Leipziger Str. 30 b;04451;Borsdorf;0128;1;Pak 2/2;7,6;0128-Pak 2/2;;;;;;0128-Pak 2/2
5135;20883700;1500;Blumenhaus;Kahl,;Kerstin, Blumenmeer;Querfurter Str. 4;06217;Merseburg;0129;1;Pak 1/2;26,7;0129-Pak 1/2;Pak 2/2;;7,6;;34,3;0129-Pak 1/2
5135;20883700;1500;Blumenhaus;Kahl,;Kerstin, Blumenmeer;Querfurter Str. 4;06217;Merseburg;0129;1;Pak 2/2;7,6;0129-Pak 2/2;;;;;;0129-Pak 2/2
